Title,Price_EUR_per_month,Neighbourhood,Person,Number_of_rooms,Square_meters,Exterior_interior,Floor,Lift,Garage
"Alquiler de Piso en calle de Concepción Arenal, 128",2500.0,"La Sagrera, Barcelona",Profesional,4.0,90.0,exterior,6.0,1.0,
"Alquiler de Piso en calle de las Navas de Tolosa, 270",2000.0,"Navas, Barcelona",Particular,1.0,71.0,exterior,3.0,1.0,
Alquiler de Piso en calle Gran de la Sagrera,1350.0,"La Sagrera, Barcelona",Profesional,2.0,60.0,exterior,3.0,1.0,
Alquiler de Ático en calle de Camil Fabra,990.0,"Sant Andreu, Barcelona",Profesional,1.0,40.0,exterior,8.0,1.0,
Alquiler de Piso en calle del Cardenal Tedeschini,1550.0,"El Congrés i els Indians, Barcelona",Profesional,4.0,80.0,exterior,3.0,1.0,
Alquiler de Chalet pareado en Sant Andreu,2500.0,"Sant Andreu, Barcelona",Profesional,2.0,230.0,,,,
Alquiler de Piso en calle de Concepción Arenal,2479.0,"La Sagrera, Barcelona",Profesional,4.0,100.0,exterior,6.0,1.0,
"Alquiler de Chalet adosado en calle de Malats, 25",1500.0,"Sant Andreu, Barcelona",Particular,2.0,70.0,,,,
"Alquiler de Chalet pareado en calle Servet, 7",1500.0,"Sant Andreu, Barcelona",Particular,2.0,68.0,,,,
Alquiler de Piso en Sant Andreu,745.0,"Sant Andreu, Barcelona",Profesional,1.0,37.0,interior,9.0,1.0,
Alquiler de Estudio en El Poblenou,2450.0,"Sant Martí, Barcelona",Profesional,,36.0,exterior,4.0,1.0,
Alquiler de Piso en calle del Perelló,2000.0,"El Poblenou, Barcelona",Profesional,1.0,56.0,exterior,1.0,1.0,
Alquiler de Estudio en El Poblenou,2090.0,"Sant Martí, Barcelona",Profesional,,21.0,exterior,4.0,1.0,
"Alquiler de Dúplex en calle Irena Sendler, 12",1910.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,2.0,71.0,exterior,Bajo,1.0,Garage included
Alquiler de Estudio en El Poblenou,1890.0,"Sant Martí, Barcelona",Profesional,,21.0,exterior,4.0,1.0,
"Alquiler de Piso en calle Gretel Ammann Martinez, 1",2035.0,"La Verneda i la Pau, Barcelona",Profesional,3.0,73.0,exterior,15.0,1.0,Garage optional
Alquiler de Piso en calle de Guipúscoa,1820.0,"La Verneda i la Pau, Barcelona",Profesional,3.0,74.0,exterior,4.0,1.0,
Alquiler de Piso en calle de Llull,2925.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,108.0,exterior,10.0,1.0,Garage included
Alquiler de Piso en El Poblenou,2450.0,"Sant Martí, Barcelona",Profesional,1.0,28.0,exterior,4.0,1.0,
Alquiler de Piso en paseo de García Faria,6000.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,140.0,exterior,16.0,1.0,Garage optional
Alquiler de Piso en paseo de Calvell,1950.0,"El Poblenou, Barcelona",Profesional,3.0,70.0,exterior,2.0,1.0,
"Alquiler de Piso en calle Gretel Ammann Martinez, 1",1600.0,"La Verneda i la Pau, Barcelona",Profesional,2.0,58.0,exterior,8.0,1.0,Garage optional
Alquiler de Estudio en paseo Maragall,1100.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,,70.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Lola Iturbe Arizcuren,1810.0,"La Verneda i la Pau, Barcelona",Profesional,3.0,74.0,exterior,4.0,1.0,Garage optional
Alquiler de Piso en calle de Guipúscoa,1807.0,"La Verneda i la Pau, Barcelona",Profesional,3.0,74.0,exterior,4.0,1.0,
Alquiler de Ático en calle Roc Boronat,1630.0,"El Poblenou, Barcelona",Profesional,2.0,65.0,exterior,7.0,1.0,
"Alquiler de Piso en calle de Badajoz, 1",2750.0,"El Poblenou, Barcelona",Profesional,2.0,65.0,,,0.0,
Alquiler de Piso en paseo del Taulat,5500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,145.0,exterior,18.0,1.0,
Alquiler de Piso en calle de Llull,2995.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,87.0,exterior,8.0,1.0,
Alquiler de Piso en paseo de García Faria,7000.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,4.0,220.0,exterior,16.0,1.0,Garage included
"Alquiler de Piso en calle Pamplona, 86",1380.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,1.0,85.0,exterior,6.0,1.0,Garage optional
Alquiler de Piso en paseo de Garcia Fària,3500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,80.0,exterior,10.0,1.0,Garage optional
"Alquiler de Piso en calle del Clot, 76",1350.0,"El Clot, Barcelona",Particular,1.0,45.0,exterior,1.0,0.0,
Alquiler de Dúplex en paseo garcia faria,5500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,150.0,exterior,25.0,1.0,Garage included
Alquiler de Piso en Passatge Dos de Maig,1275.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,2.0,60.0,exterior,2.0,1.0,
Alquiler de Piso en paseo de García Faria,6000.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,4.0,190.0,exterior,22.0,1.0,Garage included
Alquiler de Piso en calle de Lope de Vega,2200.0,"El Poblenou, Barcelona",Profesional,2.0,65.0,,1.0,1.0,
Alquiler de Piso en paseo de García Faria,8000.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,315.0,exterior,5.0,1.0,Garage included
Alquiler de Piso en calle de Pallars,1400.0,"El Poblenou, Barcelona",Profesional,2.0,50.0,exterior,1.0,1.0,
Alquiler de Dúplex en paseo de Garcia Fària,7500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,210.0,exterior,25.0,1.0,Garage included
Alquiler de Piso en calle d'Espronceda,1250.0,"El Clot, Barcelona",Profesional,3.0,79.0,exterior,1.0,1.0,
Alquiler de Piso en calle de la Selva de Mar,5000.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,4.0,120.0,exterior,7.0,1.0,
Alquiler de Piso en calle del Perelló,2950.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,95.0,exterior,5.0,1.0,Garage included
Alquiler de Dúplex en paseo de Garcia Fària,5500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,157.0,exterior,25.0,1.0,Garage included
Alquiler de Dúplex en calle de la Nació,3600.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,3.0,220.0,exterior,Bajo,,Garage included
Alquiler de Piso en paseo de García Faria,5000.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,4.0,170.0,exterior,18.0,1.0,Garage optional
Alquiler de Piso en calle de la Independència,2350.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,2.0,68.0,exterior,5.0,1.0,
Alquiler de Piso en plaza de Llevant,5500.0,"El Besòs, Barcelona",Profesional,1.0,100.0,exterior,5.0,1.0,Garage included
Alquiler de Piso en calle de Cantàbria,1495.0,"La Verneda i la Pau, Barcelona",Profesional,3.0,80.0,exterior,9.0,0.0,
Alquiler de Piso en Diagonal,1753.0,"Provençals del Poblenou, Barcelona",Profesional,3.0,90.0,exterior,3.0,1.0,Garage included
"Alquiler de Piso en calle de Josep Pla, 18",2800.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Justo,3.0,106.0,exterior,4.0,1.0,Garage included
"Alquiler de Dúplex en paseo de Garcia Fària, 81",10000.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,200.0,exterior,25.0,1.0,Garage included
Alquiler de Piso en calle de Pallars s/n,1800.0,"El Poblenou, Barcelona",Profesional,1.0,48.0,interior,3.0,1.0,
Alquiler de Piso en calle de Fluvià,2350.0,"Provençals del Poblenou, Barcelona",Profesional,1.0,60.0,exterior,9.0,1.0,
Alquiler de Piso en calle de Pallars s/n,2300.0,"El Poblenou, Barcelona",Profesional,2.0,65.0,interior,4.0,1.0,
Alquiler de Piso en calle de Fluvià,2000.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,1.0,60.0,exterior,14.0,1.0,
"Alquiler de Piso en calle Valencia, 615",1350.0,"El Camp de l'Arpa del Clot, Barcelona",Particular,3.0,65.0,interior,5.0,1.0,
Alquiler de Piso en avenida d'Eduard Maristany,4300.0,"El Besòs, Barcelona",Profesional,3.0,120.0,exterior,9.0,1.0,Garage optional
Alquiler de Piso en calle de Buenaventura Muñoz,1500.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,1.0,65.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Fluvià,2950.0,"Provençals del Poblenou, Barcelona",Profesional,2.0,114.0,exterior,16.0,1.0,
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,3950.0,"Sant Martí, Barcelona",Profesional,3.0,114.0,exterior,3.0,1.0,Garage included
Alquiler de Piso en calle de Llull,2900.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,100.0,exterior,19.0,1.0,Garage included
Alquiler de Piso en calle de la Marina,1470.0,"La Vila Olímpica del Poblenou, Barcelona",Profesional,2.0,74.0,exterior,4.0,1.0,
"Alquiler de Piso en calle de Lola Iturbe Arizcuren, 2",1895.0,"La Verneda i la Pau, Barcelona",Profesional,3.0,74.0,exterior,4.0,1.0,Garage optional
Alquiler de Piso en paseo de Garcia Fària,4500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,149.0,exterior,8.0,1.0,
Alquiler de Piso en paseo de Garcia Fària,6000.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,4.0,140.0,interior,4.0,1.0,Garage included
Alquiler de Piso en calle de Mallorca,2500.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,3.0,101.0,exterior,,0.0,
Alquiler de Piso en avenida d'Icària,1900.0,"La Vila Olímpica del Poblenou, Barcelona",Profesional,2.0,60.0,exterior,2.0,1.0,
Alquiler de Piso en paseo de Garcia Fària,6500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,4.0,170.0,exterior,4.0,1.0,Garage included
Alquiler de Estudio en La Verneda i la Pau,1050.0,"Sant Martí, Barcelona",Profesional,,46.0,exterior,1.0,0.0,
Alquiler de Piso en calle de Vidal i de Valenciano,3950.0,"El Poblenou, Barcelona",Profesional,2.0,68.0,exterior,3.0,1.0,
Alquiler de Estudio en La Verneda i la Pau,1050.0,"Sant Martí, Barcelona",Profesional,,46.0,exterior,1.0,0.0,
Alquiler de Piso en calle de Vidal i de Valenciano,4050.0,"El Poblenou, Barcelona",Profesional,2.0,72.0,exterior,3.0,1.0,
Alquiler de Piso en El Poblenou,2500.0,"Sant Martí, Barcelona",Profesional,4.0,115.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Bilbao,3250.0,"El Poblenou, Barcelona",Profesional,2.0,102.0,exterior,Bajo,1.0,Garage included
Alquiler de Piso en Passatge de Saladrigas,2800.0,"El Poblenou, Barcelona",Profesional,3.0,104.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Vidal i de Valenciano,4700.0,"El Poblenou, Barcelona",Profesional,3.0,116.0,exterior,1.0,1.0,
Alquiler de Piso en paseo de Garcia Fària,7500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,240.0,exterior,,1.0,Garage included
Alquiler de Piso en calle de Vidal i de Valenciano,2950.0,"El Poblenou, Barcelona",Profesional,1.0,50.0,exterior,3.0,1.0,
Alquiler de Estudio en El Parc i la Llacuna del Poblenou,3300.0,"Sant Martí, Barcelona",Profesional,,211.0,exterior,5.0,1.0,
Alquiler de Piso en calle de Llull,2480.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,70.0,exterior,19.0,1.0,Garage included
Alquiler de Dúplex en calle de Valencia,1900.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,3.0,85.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Vidal i de Valenciano,4700.0,"El Poblenou, Barcelona",Profesional,3.0,127.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Provença,1400.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,1.0,66.0,exterior,1.0,1.0,
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,2000.0,"Sant Martí, Barcelona",Profesional,2.0,83.0,exterior,2.0,1.0,
Alquiler de Ático en Diagonal Mar i el Front Marítim del Poblenou,7000.0,"Sant Martí, Barcelona",Profesional,3.0,185.0,exterior,25.0,1.0,Garage included
Alquiler de Estudio en calle de Provença,1450.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,,35.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Llull,2930.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,131.0,exterior,8.0,1.0,Garage included
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,2600.0,"Sant Martí, Barcelona",Profesional,3.0,102.0,exterior,5.0,1.0,Garage included
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,6500.0,"Sant Martí, Barcelona",Profesional,2.0,136.0,exterior,,1.0,Garage included
Alquiler de Piso en La Verneda i la Pau,1500.0,"Sant Martí, Barcelona",Profesional,2.0,81.0,exterior,,1.0,
Alquiler de Piso en calle de la Marina,2710.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,2.0,90.0,exterior,6.0,1.0,
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,2650.0,"Sant Martí, Barcelona",Profesional,2.0,70.0,exterior,19.0,1.0,Garage included
Alquiler de Piso en calle de Guipúscoa,2259.0,"La Verneda i la Pau, Barcelona",Profesional,4.0,95.0,exterior,13.0,1.0,
Alquiler de Piso en calle del Doctor Trueta,2485.0,"El Poblenou, Barcelona",Profesional,1.0,55.0,exterior,2.0,1.0,
Alquiler de Piso en Passatge de Piquer,1500.0,"El Poblenou, Barcelona",Profesional,1.0,67.0,exterior,Bajo,0.0,
Alquiler de Piso en paseo del Taulat,5000.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,148.0,exterior,20.0,1.0,Garage included
Alquiler de Piso en Passatge de Piquer,1500.0,"El Poblenou, Barcelona",Profesional,1.0,67.0,exterior,Bajo,0.0,
Alquiler de Piso en avenida d'Eduard Maristany,3700.0,"El Besòs, Barcelona",Profesional,4.0,125.0,exterior,,1.0,Garage included
Alquiler de Piso en calle del Perelló,2500.0,"El Poblenou, Barcelona",Profesional,2.0,73.0,exterior,2.0,1.0,
Alquiler de Piso en avenida d'Eduard Maristany,2300.0,"El Besòs, Barcelona",Profesional,2.0,70.0,exterior,,1.0,Garage included
Alquiler de Ático en calle de Mallorca,4500.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,2.0,95.0,exterior,10.0,1.0,
"Alquiler de Piso en Gran Via de les Corts Catalanes, 1032",3700.0,"Provençals del Poblenou, Barcelona",Profesional,2.0,100.0,,3.0,1.0,
Alquiler de Piso en avenida d'Eduard Maristany,2300.0,"El Besòs, Barcelona",Profesional,2.0,75.0,interior,2.0,1.0,Garage included
Alquiler de Piso en Perello,2900.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,100.0,exterior,6.0,1.0,
Alquiler de Piso en calle de Llull,2200.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,1.0,70.0,exterior,3.0,1.0,Garage included
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,3000.0,"Sant Martí, Barcelona",Profesional,2.0,105.0,exterior,,1.0,
Alquiler de Piso en calle de la Selva de Mar,2700.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,85.0,exterior,2.0,1.0,Garage included
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,3950.0,"Sant Martí, Barcelona",Profesional,3.0,116.0,exterior,,1.0,
"Alquiler de Piso en calle Irena Sendler, 12",2075.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,2.0,75.0,exterior,3.0,1.0,Garage included
Alquiler de Piso en calle Irena Sendler,2990.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,4.0,158.0,exterior,1.0,1.0,Garage optional
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,1695.0,"Sant Martí, Barcelona",Profesional,2.0,69.0,,,1.0,
Alquiler de Piso en paseo del Taulat,5000.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,120.0,exterior,20.0,1.0,Garage included
Alquiler de Piso en El Poblenou,540000.0,"Sant Martí, Barcelona",Profesional,3.0,91.0,interior,Bajo,0.0,
Alquiler de Piso en avenida d'Eduard Maristany,2300.0,"El Besòs, Barcelona",Profesional,2.0,72.0,exterior,3.0,1.0,Garage included
Alquiler de Piso en calle del Perelló,2500.0,"El Poblenou, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Lope de Vega,2300.0,"El Poblenou, Barcelona",Profesional,2.0,68.0,exterior,1.0,1.0,
Alquiler de Piso en calle dels Enamorats,1495.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,2.0,75.0,,2.0,,
Alquiler de Piso en calle de Llull,1750.0,"El Poblenou, Barcelona",Profesional,2.0,60.0,,5.0,1.0,
Alquiler de Piso en paseo de Garcia Fària,3500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,95.0,exterior,18.0,1.0,Garage included
Alquiler de Piso en calle de Provença,1390.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,1.0,35.0,exterior,4.0,1.0,
Alquiler de Piso en El Camp de l'Arpa del Clot,1650.0,"Sant Martí, Barcelona",Profesional,2.0,64.0,exterior,2.0,0.0,
Alquiler de Piso en calle de Bilbao,3120.0,"El Poblenou, Barcelona",Profesional,2.0,113.0,exterior,2.0,1.0,Garage included
Alquiler de Piso en calle de Llull,3400.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,106.0,exterior,10.0,1.0,Garage included
Alquiler de Piso en calle de Còrsega,1650.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,3.0,81.0,exterior,3.0,1.0,
Alquiler de Ático en calle de Moscú,4245.0,"La Vila Olímpica del Poblenou, Barcelona",Profesional,3.0,250.0,exterior,6.0,1.0,
Alquiler de Piso en calle de Sardenya,2100.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,1.0,83.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Sardenya,2100.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,1.0,86.0,exterior,4.0,1.0,
Alquiler de Piso en calle de Sardenya,2100.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,1.0,79.0,exterior,3.0,1.0,
Alquiler de Dúplex en Passatge de Mas de Roda,2650.0,"El Poblenou, Barcelona",Profesional,2.0,137.0,exterior,Bajo,0.0,
Alquiler de Piso en calle d'Àlaba,3560.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,2.0,91.0,exterior,3.0,1.0,
Alquiler de Piso en calle de la Ciutat de Granada,2810.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,2.0,67.0,exterior,4.0,1.0,
Alquiler de Piso en calle del Doctor Trueta,3600.0,"El Poblenou, Barcelona",Profesional,1.0,45.0,exterior,4.0,1.0,
Alquiler de Piso en paseo del Taulat,6135.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,150.0,exterior,15.0,1.0,
Alquiler de Ático en El Poblenou,5000.0,"Sant Martí, Barcelona",Profesional,1.0,100.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Perelló,2680.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,55.0,exterior,Bajo,1.0,Garage included
Alquiler de Piso en calle de la Ciutat de Granada,2760.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,2.0,67.0,exterior,6.0,1.0,
Alquiler de Piso en calle de Pere IV,2760.0,"El Poblenou, Barcelona",Profesional,2.0,69.0,exterior,Entreplanta,1.0,
Alquiler de Piso en calle de Ramon Turró,3220.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,60.0,exterior,5.0,1.0,
Alquiler de Estudio en El Parc i la Llacuna del Poblenou,3300.0,"Sant Martí, Barcelona",Profesional,,220.0,exterior,5.0,1.0,
Alquiler de Piso en calle del Perelló,2500.0,"El Poblenou, Barcelona",Profesional,2.0,75.0,exterior,3.0,1.0,
Alquiler de Piso en El Camp de l'Arpa del Clot,2200.0,"Sant Martí, Barcelona",Profesional,2.0,67.0,,5.0,1.0,
Alquiler de Piso en calle de València,1500.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,3.0,86.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Pallars,2000.0,"El Poblenou, Barcelona",Profesional,2.0,65.0,exterior,4.0,1.0,Garage included
Alquiler de Piso en calle Gretel Ammann Martinez,1800.0,"La Verneda i la Pau, Barcelona",Profesional,2.0,60.0,exterior,5.0,1.0,Garage included
Alquiler de Piso en calle de Fluvià,1700.0,"Sant Martí de Provençals, Barcelona",Profesional,3.0,78.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Còrsega,1300.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,2.0,55.0,interior,1.0,1.0,
Alquiler de Piso en calle del Taulat,1445.0,"El Poblenou, Barcelona",Profesional,1.0,53.0,,,0.0,
"Alquiler de Piso en Passatge de Masoliver, 15",1920.0,"El Poblenou, Barcelona",Profesional,2.0,50.0,exterior,1.0,0.0,
Alquiler de Piso en El Parc i la Llacuna del Poblenou,3090.0,"Sant Martí, Barcelona",Profesional,3.0,94.0,exterior,4.0,1.0,
"Alquiler de Piso en calle de Lola Iturbe Arizcuren, 2",1525.0,"La Verneda i la Pau, Barcelona",Profesional,2.0,57.0,exterior,1.0,1.0,Garage optional
Alquiler de Ático en calle de Zamora,3500.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,1.0,167.0,exterior,7.0,1.0,
Alquiler de Piso en calle de Llull,2480.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,80.0,exterior,19.0,1.0,Garage included
"Alquiler de Piso en calle de Pallars, 345",2100.0,"El Poblenou, Barcelona",Particular,2.0,70.0,exterior,2.0,1.0,
Alquiler de Piso en calle dels Enamorats,1450.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,2.0,75.0,exterior,1.0,,
"Alquiler de Piso en calle Gretel Ammann Martinez, 1",1485.0,"La Verneda i la Pau, Barcelona",Profesional,2.0,57.0,exterior,6.0,1.0,Garage optional
Alquiler de Piso en calle de Trinxant,1650.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,2.0,53.0,exterior,2.0,1.0,
Alquiler de Piso en Passatge d'Olivé i Maristany,2400.0,"El Poblenou, Barcelona",Profesional,2.0,70.0,exterior,1.0,1.0,
Alquiler de Piso en calle Passatge d'Olivé i Maristany,2400.0,"El Poblenou, Barcelona",Profesional,2.0,85.0,exterior,3.0,1.0,
